"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"236",-36899,-32554,-33313,-11833,-25474,-10891,-19843,-8802.5,-19464,-12901,-28288,-8703.1,-26298,-18042,-26817,-27594,-9523.4,-18837,-11385,-13350,-12924,-8277.2,-3574.1,-15238,-17607,-9306,-11022,-12175,-17706,-14596,-25625,-6089,-26291,-15033,1579.7,-25930,-4910.4,-16672,-18677,-24930
"237",-8472.4,-38461,-38103,-8006.8,-25719,-11168,-23454,-7418.4,-26347,-15306,-23202,-20755,-27959,-20198,-22152,-24439,3639.4,-13976,-12962,-14727,-12606,-7423.1,-3659.7,-14706,-18053,-10152,-12045,-12927,-17672,-14030,-26551,-6490.1,-25689,-14853,2668.2,-26641,-6222,-16584,-18461,-24152
"238",-38314,-33189,-33173,-12122,-24406,-10666,-20894,-8556.2,-20363,-12453,-27691,-8743.7,-26575,-17389,-27029,-28097,-8996.1,-19797,-10607,-13478,-12775,-8099.2,-3727.3,-14961,-17958,-9544,-11804,-12907,-18033,-13990,-25778,-6825.9,-26669,-14427,1322.8,-26121,-5214.6,-17100,-17715,-24884
"239",-9335.9,-39342,-37991,-8626.5,-24823,-11216,-23484,-8182.9,-26263,-14048,-22245,-20739,-27690,-20109,-22896,-24978,3720.6,-13985,-14844,-14679,-12586,-7774.6,-4096.9,-14646,-17870,-10110,-12232,-13318,-17972,-13756,-26857,-7094.1,-26149,-14055,2176.9,-26646,-6776.3,-17023,-18161,-23510
"240",-38519,-32450,-33608,-12417,-24923,-9629.3,-20739,-8193,-19949,-12313,-26891,-8407.9,-26098,-17724,-26988,-28264,-9322.8,-18686,-12135,-13530,-12530,-8538.6,-3698,-15552,-17537,-9036,-11518,-12975,-18251,-14402,-26312,-6904.8,-26684,-14601,1518.9,-26301,-5480.6,-17632,-17654,-24368
"241",-8050.8,-38578,-38542,-7342,-24548,-9996.6,-22903,-8068.6,-26105,-13891,-22492,-19804,-27997,-20564,-23407,-23840,4371.8,-13203,-14179,-14461,-12293,-7968.5,-3641.7,-15022,-17456,-10170,-12397,-13041,-18348,-14412,-27216,-6814.6,-25679,-14042,2886.8,-26773,-6048.5,-17210,-17805,-23197
"242",-38641,-32709,-32820,-12478,-24152,-11006,-20749,-8386,-19002,-12597,-27995,-9077.2,-26093,-17516,-27223,-28448,-8549.9,-18463,-12473,-13181,-12446,-8261.4,-3794.9,-15639,-17465,-9446,-12207,-12211,-18098,-15010,-25834,-6812.4,-26235,-14377,2053,-26829,-4775.2,-17503,-17537,-24262
"243",-8805.1,-38070,-37846,-7788.2,-24873,-10195,-22956,-7951.7,-25996,-14632,-22382,-20196,-27949,-20904,-23099,-25014,3905.4,-14596,-14587,-14517,-12412,-7486.2,-3707,-14788,-17264,-10178,-12570,-12577,-18193,-14308,-26743,-6677.2,-24968,-14616,2997.2,-27215,-5865.9,-16897,-18154,-23545
"244",-37989,-31909,-32635,-12176,-25626,-11869,-19629,-7941.6,-20815,-12099,-27655,-7783.7,-28071,-18177,-26765,-28554,-9275.5,-18844,-13039,-13188,-12399,-8387.6,-3502,-15428,-17156,-9572,-11734,-12297,-18283,-14488,-25940,-6609.6,-25531,-14871,1791.5,-26664,-4662.5,-17037,-17303,-24843
"245",-7707.9,-38532,-38639,-7231.5,-24571,-10202,-24429,-6008.9,-26192,-14339,-22175,-20304,-27771,-20477,-23811,-24428,3114.4,-13463,-13602,-14461,-12192,-8027,-3330.7,-14891,-17469,-10058,-11770,-12424,-18166,-14392,-27096,-6503.7,-24960,-14233,3078.3,-26814,-6217.5,-16464,-17512,-23327
"246",-38060,-31705,-34143,-11574,-24714,-9802.8,-19975,-7946.7,-22072,-12762,-27317,-7596.6,-28546,-18964,-27464,-28189,-9458,-19238,-11923,-13352,-12286,-8412.4,-2992.7,-15549,-17282,-9324,-11416,-11492,-18384,-14714,-26240,-6071,-26151,-14555,2028.2,-26367,-5097.5,-16789,-16850,-23985
"247",-8147.3,-37244,-38557,-7754.4,-25305,-10012,-23477,-7095.9,-27721,-14652,-21661,-21007,-26951,-20968,-23277,-23536,2636.6,-14082,-13679,-14634,-12117,-8011.3,-2900.3,-14592,-17467,-9788,-11986,-11302,-18592,-14018,-27017,-5865.9,-26004,-14371,3211.3,-26563,-6145.4,-16570,-17136,-22842
"248",-37963,-31180,-33971,-11112,-24684,-10546,-19675,-8175.2,-20617,-12854,-26583,-7542.5,-28300,-17666,-26650,-27779,-10754,-18880,-12910,-13532,-12347,-8448.5,-2756.1,-15705,-17469,-9190,-11286,-10938,-18781,-14468,-25762,-5748.7,-26055,-14749,2379.7,-26141,-4565.6,-16901,-16699,-24053
"249",-8416.5,-37869,-38509,-7783.7,-24923,-10136,-22743,-7139,-26649,-14492,-21909,-20331,-27469,-20330,-23144,-23874,1356.6,-13936,-13037,-14711,-12225,-8029.3,-2859.7,-14743,-17618,-9894,-11944,-11385,-18643,-13880,-26715,-5739.7,-24861,-14339,3479.4,-26491,-5721.7,-16906,-17323,-22611
"250",-37702,-32853,-33559,-10788,-24791,-9983.1,-19606,-7791.7,-20858,-11876,-27608,-6859.7,-29186,-18425,-26447,-26745,-11121,-18226,-12234,-13605,-12063,-8076.6,-2904.8,-15432,-17555,-8982,-11299,-10733,-18594,-14142,-25841,-5904.2,-25425,-14247,2327.9,-26075,-4252.4,-17176,-17147,-23845
"251",-8543.5,-36653,-37521,-6683.9,-24531,-9225.9,-23086,-6072.4,-26103,-13280,-21449,-20119,-27025,-21250,-23072,-23660,1563.9,-13127,-13884,-14981,-12000,-7186.5,-2832.7,-14409,-17404,-9748,-11993,-10507,-18869,-13514,-26646,-5872.7,-25173,-14015,3506.5,-26474,-5487.3,-16834,-17789,-22971
"252",-37879,-32132,-33285,-10384,-24363,-9742,-19629,-6491.4,-19822,-11579,-26594,-6711,-27807,-17971,-25886,-26797,-10583,-17607,-13230,-13704,-12054,-7526.8,-2654.6,-15184,-16940,-9078,-11563,-10342,-19040,-13800,-25485,-5518.9,-26212,-14391,2695.2,-26052,-4245.6,-16978,-16836,-23865
"253",-9483.2,-36079,-37437,-5944.8,-24234,-9142.5,-21775,-5874.3,-26898,-13361,-20980,-21217,-25625,-20155,-22089,-24412,2496.9,-12798,-12007,-14900,-11883,-7607.9,-3267.6,-14508,-16895,-9848,-11716,-10410,-18549,-12710,-26269,-5277.7,-25740,-14107,3689,-26179,-5505.4,-15930,-17244,-22415
"254",-38509,-30375,-32528,-10492,-24397,-9532.4,-19167,-6118.1,-19789,-10673,-26175,-6670.4,-28442,-18174,-26150,-26679,-11040,-17411,-14508,-13577,-11962,-7973,-3238.3,-15700,-16656,-9222,-10736,-9848.9,-18371,-12890,-25075,-5176.3,-26370,-14323,2733.5,-25562,-4090.1,-16295,-16622,-23779
"255",-9094.6,-36724,-37999,-6848.5,-24068,-7815.2,-22306,-6199.4,-26199,-13381,-20613,-20448,-26999,-20033,-23326,-22492,1108.7,-13219,-12408,-14693,-11761,-7896.3,-2801.1,-14999,-16512,-9898,-11045,-9688.9,-18208,-12242,-25778,-5102,-25237,-13742,4166.8,-25585,-5539.2,-16288,-17390,-22273
"256",-39332,-29559,-32582,-10353,-23979,-8854.1,-19253,-5310.5,-20218,-11504,-26461,-5602.3,-27644,-19048,-25064,-25762,-11141,-15944,-14103,-13145,-11008,-8092.4,-2303.1,-15552,-15946,-9316,-10704,-9153,-17963,-12180,-24534,-5009.6,-25653,-13936,3139.2,-25011,-3695.8,-16237,-16485,-23055
"257",-8330.2,-35502,-37463,-6825.9,-24357,-7215.8,-22347,-4944.8,-25229,-11899,-20615,-20559,-24841,-21430,-22055,-22803,685.07,-12415,-11651,-14499,-10745,-7623.7,-2442.8,-14441,-16038,-9864,-11317,-9099.7,-17798,-11292,-25505,-4914.9,-24719,-13386,4403.4,-25410,-4951,-15491,-16444,-21732
"258",-37290,-29552,-32386,-9462.5,-24166,-8286.2,-18187,-5026,-19550,-10233,-25699,-5809.6,-26999,-17953,-24243,-25505,-12539,-15144,-14073,-12899,-10738,-7639.4,-1886.2,-15119,-15470,-8914,-10386,-8853.3,-18039,-11346,-24895,-4498,-25112,-13082,3889.6,-24980,-3414.1,-15421,-15680,-23106
"259",-8688.3,-36231,-36234,-6120.6,-23834,-7211.3,-21864,-3779,-25100,-12250,-19576,-20306,-24571,-19639,-22882,-22454,-423.66,-11342,-11383,-14132,-10290,-6618.6,-1962.8,-13564,-15164,-9252,-10551,-8688.3,-18260,-10770,-25728,-4259.2,-24899,-12453,5525.6,-25316,-4782,-15139,-16045,-21844
"260",-37092,-29224,-32213,-10190,-23874,-8407.9,-17483,-3532.7,-18959,-9557.2,-25343,-5189.9,-27251,-17600,-24255,-25298,-13607,-13895,-13312,-13086,-9802.8,-6620.8,-1370.1,-14474,-15358,-8292,-9633.8,-8099,-18121,-10938,-24877,-3905.4,-25262,-12626,5097.5,-24251,-3123.4,-15299,-15225,-22476
"261",-7116.2,-35479,-36300,-6206.2,-23403,-6496.9,-21983,-4040.6,-23822,-11914,-19486,-20117,-25039,-20460,-23132,-22605,250.14,-11002,-11342,-14148,-9922.3,-6156.6,-1669.9,-13309,-15768,-8838,-9965.1,-8091.4,-17681,-10222,-25429,-3292.4,-24404,-11993,6695.2,-24658,-4394.4,-14952,-15491,-20818
"262",-37310,-29445,-31929,-9751,-22170,-8180.3,-18606,-3781.6,-18055,-10776,-25390,-3954.9,-26497,-16930,-24331,-25559,-12602,-15301,-14222,-12717,-9631.5,-6253.5,-1194.4,-14474,-15101,-8326,-9518.9,-7443.8,-17485,-10788,-24115,-2643.4,-24584,-12144,5694.6,-24523,-2862,-15245,-14939,-21973
"263",-7040,-34329,-35787,-5883.9,-23067,-5124.5,-23040,-3908.6,-23832,-12113,-18684,-19083,-24510,-20523,-21753,-22522,-486.76,-11817,-10405,-14015,-9329.6,-5897.5,-1140.3,-13388,-15509,-9042,-9863.7,-7695.2,-17251,-10462,-24805,-2499.2,-23726,-12428,6704.2,-24693,-3936.9,-15193,-15419,-20841
"264",-36267,-28869,-32246,-9660.8,-21842,-7716.1,-18065,-2229.8,-18405,-9464.8,-24611,-3562.8,-27060,-17526,-24421,-23955,-13388,-15128,-13433,-12074,-9273.2,-6197.2,-619.72,-14517,-15493,-8546,-9083.9,-7443.8,-17731,-11070,-24009,-3035.5,-24447,-12969,5388.2,-24043,-2267,-15270,-14691,-22621
"265",-6910.5,-34524,-35985,-6582.5,-22117,-5595.5,-21750,-1884.4,-22916,-12205,-19200,-19360,-23779,-19276,-21584,-22999,-94.648,-11277,-11065,-13521,-9151.5,-6082.3,-673.8,-13492,-15371,-8736,-9367.9,-7276.2,-18008,-10642,-24998,-2695.2,-24127,-12322,6505.9,-24455,-3680,-14819,-15054,-21542
"266",-35949,-28439,-31517,-10060,-22190,-7373.5,-17143,-2295.9,-17625,-9106.5,-24951,-3490.7,-27825,-17034,-24196,-24284,-13273,-14301,-13652,-12167,-8770.7,-6174.6,-401.13,-14474,-14941,-7598,-8347,-6704.8,-17963,-11380,-23946,-2420.3,-24658,-12638,5219.2,-23708,-2330.1,-14711,-14445,-22649
"267",-6603.2,-34380,-34783,-6059.7,-21949,-6526.2,-22337,-2199.4,-23208,-11225,-19322,-18429,-22855,-19865,-22767,-21778,-1345.4,-11168,-10903,-13251,-8921.7,-5987.6,-229.86,-13415,-15461,-8278,-8766.2,-7365.1,-17713,-10670,-24606,-2102.5,-23614,-12077,6080,-24033,-3961.7,-14075,-14697,-21084
"268",-36551,-28820,-32274,-8119.4,-21413,-7335.2,-17953,-1376.5,-17557,-10411,-24897,-2868.7,-26446,-17478,-23935,-23543,-13088,-14001,-12624,-11919,-8592.7,-5500.8,313.24,-14709,-15035,-7756,-8475.5,-7095.9,-17841,-10666,-23675,-2086.8,-23650,-12005,5176.3,-23931,-2483.4,-14121,-13508,-22248
"269",-6859.7,-34463,-33227,-5444.5,-22027,-5548.2,-21674,-3004.4,-24074,-10553,-19486,-19045,-23497,-19385,-22064,-21357,-301.97,-12496,-8649,-13021,-8241.1,-5406.2,139.72,-13359,-14970,-7640,-8759.4,-7375.2,-17519,-9618,-24604,-1505.4,-23324,-11563,6544.2,-24345,-3513.2,-13625,-13584,-20721
"270",-35149,-28617,-31083,-8547.6,-21605,-8114.9,-17430,-893.97,-18606,-7921.1,-24174,-1974.1,-26512,-16770,-23851,-22384,-13066,-13591,-12852,-11671,-7414.1,-5334.1,725.63,-14190,-14637,-7212,-8135.2,-6704.8,-17623,-9874,-23806,-1185.4,-24114,-11955,5800.6,-23693,-1645.1,-13697,-12329,-22017
"271",-5455.2,-34204,-32899,-4743.7,-21152,-5266.5,-21613,-1328.3,-22890,-9989.9,-18562,-18175,-21656,-19330,-22161,-20642,-491.27,-10846,-8184.8,-13179,-7003.9,-5203.4,615.21,-12872,-14193,-7404,-8403.4,-6488.9,-17233,-8972,-24455,-489.01,-23416,-11786,7087.3,-23883,-3121.1,-13408,-12203,-20447
"272",-33724,-29247,-29714,-6762.8,-20329,-7202.3,-16615,-1691.4,-17473,-7265.4,-23921,-1665.4,-25752,-17430,-23412,-21913,-12466,-13248,-13093,-12063,-6233.2,-4619.7,1268.7,-14060,-13753,-6596,-7456.9,-5762.5,-17593,-8988,-23029,-164.51,-23787,-11662,6131.8,-22908,-1460.3,-13449,-11078,-21039
"273",-3870.5,-34088,-32965,-4599.4,-20667,-5302.5,-21247,-1203.8,-23355,-8396.6,-16910,-17724,-21194,-18504,-21408,-19939,-130.7,-10118,-7995.5,-13449,-5893,-4380.8,1446.8,-12723,-13868,-6802,-7562.8,-6090.2,-16773,-7846,-23552,-105.92,-22789,-10605,7499.7,-23081,-2449.6,-12782,-11225,-18834
"274",-33145,-26748,-28577,-4962.3,-20851,-6963.4,-16587,-1475.6,-17341,-6514.9,-23328,-1289,-25453,-18309,-22012,-20487,-12054,-11549,-13366,-12185,-4939.7,-4117.2,1784.8,-13359,-13291,-5968,-6665.9,-5521.3,-16692,-7800,-22639,730.14,-23385,-10438,6798.9,-22263,-385.35,-12773,-10015,-19741
"275",-3715.6,-32663,-31401,-4443.9,-19415,-5090.7,-20764,-2486.3,-21707,-9124.5,-17625,-18934,-21354,-18517,-20108,-19310,74.366,-10605,-7481.7,-13438,-4707.6,-4063.1,1703.7,-12259,-13327,-6482,-6607.3,-5087,-16572,-6560,-23121,1403.9,-22651,-10082,8114.9,-22154,-1237.2,-12448,-9832.1,-17928
"276",-30278,-27121,-28262,-5336.3,-20207,-7290.1,-15810,-1315.6,-15708,-6413.5,-22377,-1329.6,-25110,-16556,-21165,-18553,-12223,-11619,-13384,-11953,-4340.3,-3709.3,2260.3,-13278,-12805,-5666,-6075.5,-4510.5,-16827,-6454,-21843,1703.7,-22834,-10193,7364.5,-21346,725.63,-12128,-8905.9,-18611
"277",-904.13,-31106,-30654,-3907.6,-18685,-4867.6,-20175,-2600.6,-21580,-7049,-15977,-19396,-19690,-18540,-20268,-18414,-114.93,-10017,-7031,-13257,-3916.6,-2992.7,2391,-11768,-13188,-5970,-6264.8,-4038.1,-16577,-5120,-22166,2255.8,-21638,-10130,8890.1,-21481,-484.51,-11076,-9189.9,-16787
"278",-28978,-27528,-26951,-5309.3,-19535,-7342,-15076,-1374,-15556,-5478.3,-21334,-1944.8,-25023,-15710,-19748,-18303,-12814,-11777,-13602,-11890,-3722.8,-2129.6,3477.2,-12917,-12505,-5084,-5525.6,-3479.4,-16712,-4914,-21188,2994.9,-21978,-10420,8117.2,-20909,1757.7,-10441,-8626.5,-18105
"279",-1305.4,-30621,-29331,-3263.1,-19350,-5295.8,-20483,-3809.5,-20173,-6215.2,-14871,-19984,-19815,-18783,-18873,-17235,-272.68,-9886.2,-6961.1,-13246,-4092.4,-1879.4,3849,-11049,-12336,-5016,-5268.7,-3611.4,-16784,-3866,-22071,3542.5,-21476,-10416,9933.5,-20615,430.42,-9879.4,-8908.2,-16249
"280",-28241,-26499,-27159,-4184.8,-17849,-7844.5,-13841,-1026,-15644,-5090.7,-19522,-1696.9,-23944,-16170,-19543,-16453,-12935,-11425,-13900,-12295,-3822,-919.44,4975.8,-12023,-11655,-4368,-4554.4,-2877.5,-16917,-4274,-21210,3731.8,-21308,-11051,9437.7,-19853,2028.2,-9838.9,-8065.4,-17496
"281",-421.59,-30466,-28495,-2228.7,-16451,-4261.4,-20325,-4165.1,-18839,-5090.7,-13395,-19344,-18060,-17872,-18754,-17100,1018.6,-10355,-6963.4,-13584,-3328.5,-987.04,4957.7,-10952,-11376,-4464,-4378.6,-2001.3,-16485,-3436,-21285,4356.1,-20155,-10245,10598,-20208,545.35,-9259.7,-8189.3,-15578
"282",-28386,-25054,-25882,-3407.3,-17108,-7729.6,-14303,-2504.1,-13354,-2706.5,-19119,-1241.7,-24447,-15418,-19155,-16532,-11966,-9723.9,-13582,-12243,-2738,-599.44,6156.6,-11831,-10702,-3946,-2846.2,-1904.8,-16721,-3404,-20146,4448.5,-20554,-10136,10136,-19556,2519.4,-8500.3,-7148.2,-17242
"283",444.44,-29900,-28241,-2427,-15792,-5095.2,-18857,-4127,-18860,-5050.1,-12331,-19703,-18070,-17415,-17746,-16014,466.48,-9063.7,-7193.2,-13023,-2699.7,-394.37,6742.5,-10008,-10565,-4192,-2855.2,-2019,-16327,-2026,-20437,5104.2,-19439,-9836.6,11353,-19878,1381.4,-7765.6,-7423.1,-15604
"284",-28099,-23916,-25051,-2451.8,-15379,-7355.5,-13963,-2633.7,-11182,-3456.9,-17181,-1050.1,-22331,-15670,-17077,-14299,-10143,-8642.3,-13537,-11394,-2059.7,297.46,7387,-10418,-9911,-3212,-2258,-1432.4,-16629,-1662,-19060,5156.1,-19078,-10434,11139,-19462,3716.1,-7380.3,-6503.7,-16541
"285",289.52,-27208,-26883,-1063.7,-15438,-3502,-17572,-4243.8,-16287,-4529.6,-11128,-18330,-16094,-15589,-16590,-13902,1120,-7797.2,-5615.8,-12081,-1976.3,380.85,7477.2,-8703.1,-9820.8,-3508,-2176.9,-835.56,-16255,-388,-18921,5895.2,-18151,-10314,12904,-19655,2882.3,-6920.6,-6530.7,-14319
"286",-25752,-22979,-24300,-1992.1,-14907,-5902,-12226,-2288.3,-10217,-1573,-17629,-500.28,-22024,-15083,-15259,-13239,-9302.5,-7707,-13521,-10871,-1530.1,1187.6,8754.9,-9597.7,-8973.5,-2722,-1156.1,-911.75,-16361,-218,-17753,6765.1,-17917,-10296,12410,-18997,4881.1,-6145.4,-5541.4,-15614
"287",-411.43,-26855,-26982,730.14,-13552,-3010.7,-16190,-3702.9,-14199,-1778,-10745,-18134,-15601,-16813,-14679,-13170,2672.7,-5926.8,-3963.9,-12343,-840.56,1449,8867.6,-7794.9,-8256.9,-2614,-1194.4,-924.44,-15772,1602,-18069,7414.1,-16803,-9600,14024,-18938,3986.5,-5385.9,-5796.1,-13211
"288",-26273,-21613,-23187,-561.13,-13219,-5455.8,-11683,-2382.2,-9147.9,49.577,-15205,18.028,-20023,-13600,-12786,-11383,-8443.9,-6219.7,-13395,-11013,200.56,2377.5,9874.9,-8622,-7242.8,-1656,108.17,-749.21,-15991,2086,-16976,7677.7,-16876,-9563.9,13598,-17900,6321.1,-4543.1,-4721.1,-14001
"289",375.87,-24742,-24226,1624.8,-12080,-2303.1,-16190,-3575.9,-11126,-709.86,-8311,-17237,-12429,-14750,-11313,-10199,5097.5,-4964.5,-3247.3,-11975,921.69,2715.5,10071,-6717.7,-6533,-1426,286.2,-779.68,-15639,3824,-16473,8608.5,-15474,-9025.4,14706,-17671,5403.9,-3260.8,-4344.8,-11571
"290",-25869,-18494,-21765,1773.5,-11766,-4556.6,-11241,-827.94,-5881.9,3371.3,-12908,2418,-19091,-13780,-11319,-7943.7,-4369.6,-5471.5,-12011,-10661,2647.9,3596.6,11619,-7407.3,-5104.2,-518,1460.3,-441.9,-15763,4824,-14684,9223.7,-15076,-8588.2,14632,-16795,7731.8,-2213,-2911.5,-12071
"291",497.78,-22466,-21506,3790.4,-10617,-1077.2,-14296,-2252.7,-8927,3677.7,-5958.3,-15288,-10512,-13425,-10357,-6185.9,9034.4,-3229.3,-1663.1,-11518,3718.3,3711.5,12372,-5345.4,-3785.9,164,2316.6,-350.48,-15297,7366,-13523,10001,-13544,-7664.2,16669,-16356,7529,-489.01,-2098,-9264.8
"292",-23675,-15881,-18067,3454.6,-9127.9,-1370.1,-8647.6,431.75,-3037.5,7873.8,-9077.2,5908.7,-15622,-11896,-8696.3,-1494.1,-371.83,-2140.8,-8923.9,-10452,5816.3,4896.9,14905,-5318.3,-887.89,1490,3779.2,421.59,-15592,8900,-10918,10875,-12480,-7073.8,16883,-14392,11252,1573,-214.08,-9241.9
"293",2151.1,-17199,-19015,5877.2,-7929,2213,-12485,604.44,-6120.6,8453,-1264.2,-9577.5,-7156.8,-13041,-6798.9,-437.18,12692,-20.282,2490.1,-11518,7729.6,5859.2,16780,-2041.7,1696.9,2574,5117.7,1033.7,-14898,11372,-8960,12437,-10050,-5557.2,19353,-13034,11743,3914.4,1541.4,-5861.6
"294",-20617,-10603,-15972,7051.3,-7264.2,1654.1,-5582.2,4187.9,2529.5,12435,-4473.2,11488,-10354,-8954.9,-2514.9,4009,4457.5,4676.1,-4567.9,-10226,10515,8216.3,19446,-1133.5,4640,4654,7375.8,2364.4,-15162,12778,-5435.5,14328,-8213.3,-4347,20861,-10519,15797,6107,4358.3,-4794.9
"295",8165.1,-11484,-14783,10145,-6018,7833.2,-8548.6,5813.3,1516.2,12604,3242.8,-5300.3,-1597.5,-8657.8,-714.37,3481.7,16899,6974.6,6902.5,-11166,12397,9762.3,21884,2947.6,7321.7,6134,9097.5,3547.9,-14792,15754,-2699.7,16408,-5236.8,-2731.3,24158,-9051.4,17140,7894.1,6539.7,162.54
"296",-13839,-5564.4,-12157,9291.3,-5343.1,5924.5,-1539,7944.1,10872,14571,-2307.6,12363,-4721.3,-6128.3,4164.5,4863.1,6420.3,11191,-545.35,-10127,13839,12624,24978,4863.1,9913.2,8214,10972,5300.3,-14995,16518,265.92,18028,-2072.4,-2161.1,26355,-7052.7,21309,9106.5,9703.7,2293.3
"297",16526,-7695.2,-11312,10235,-2983.7,9115.5,-4965.1,7365.1,9760,11975,3227,-6523.9,5904.8,-5353.7,5316.1,3308.2,16334,12146,10341,-10677,13514,14051,26630,9036.6,10673,8652,11894,7469.2,-14312,16688,707.61,19425,2201.9,-1852.4,30549,-6285.7,21746,9600,10202,7108.6
"298",-6572.7,-4015.2,-11472,8887.9,-2365.1,6014.6,-645.08,7992.4,17013,11802,-2111.5,10691,-459.68,-3032.4,5778,3416.3,4389.9,13386,-1431,-9095.2,12818,16306,28131,9532.4,10945,8668,12379,9216.5,-14373,15066,1259.7,19646,4266.7,-1969.6,32586,-5346,24221,9300.3,10763,8086.3
"299",20178,-7733.3,-11840,8130.7,-1723.9,7662,-4284.4,5013.3,12564,9158.3,2891.3,-10048,5996.2,-4967.6,4245.6,784.23,13370,9814.1,8020.3,-10114,11141,16622,27610,11567,9719.4,8050,11563,10509,-13819,14028,-157.75,19552,5490.8,-2528.5,34979,-5280,22794,8405.6,9458,10301
"300",-4180.3,-5706.7,-12394,5908.7,-2334.6,4480,-35.556,6730.2,16556,9771.3,-4069.9,7233.8,-2679.4,-5137.8,5225.9,2834.9,1500.8,10215,-4324.5,-8786.5,10260,17161,27680,9960.6,8425.9,7496,11547,11586,-13988,11814,-1198.9,18900,4551.1,-3598.9,34477,-5005.7,23601,7704.8,8443.9,8292.1
"301",17818,-10235,-13023,5419.7,-1705.9,5780.3,-5739.7,4233.7,12302,6098,277.18,-12931,4101.6,-5719.4,3062.5,1563.9,12099,7702.5,6523.9,-9656.3,8471,15599,26537,10389,6771.8,6470,10688,11637,-13341,10780,-2665.9,18321,3382.9,-4036.1,34213,-5889.5,21030,6801.1,6149.9,8690.8
"302",-9658.4,-7103.5,-12701,4022.5,-1550.4,3067,-652.7,5445.1,15627,6496.9,-4939.7,5874.9,-4439.4,-6575.2,4175.8,2814.6,-51.831,8338,-6059.7,-8405.6,7963.9,15452,26628,7542.5,5989.9,5628,10519,11020,-13555,9116,-2668.2,17399,1036.2,-5047.9,31777,-6250.2,21787,6535.2,5255.2,5729.5
"303",11878,-10596,-13163,3616.9,-1126.8,5983.1,-6887.6,3266,11137,4153.2,2.2535,-12786,2270.5,-7776.5,1703.7,1325.1,12302,4676.1,3941.4,-9072.7,6893.5,13979,26089,7438.9,5394.9,4830,10008,10062,-13152,9480,-3263.1,17404,-419.05,-4946.5,31603,-7052.7,19484,6796.6,3127.9,6054.6
"304",-14240,-7570.8,-12795,2886.8,-1704.8,2598.3,-1874.3,5503.5,15423,5773.5,-4660.3,5210.1,-7309.2,-6880,2645.6,5334.1,2533,6348.2,-8072.1,-7943.7,6807.9,14416,26546,5111,5739.7,4878,10152,8876.2,-13278,8940,-2578,16771,-2219.7,-5023.1,29814,-7024.8,20690,7529,2731.3,4066
"305",7309.2,-9917.5,-13559,2508.2,-1913.2,7436.6,-6864.8,1902.2,11172,5126.8,552.11,-10709,1224.1,-8055.9,1541.4,4036.1,13575,3333,4306.5,-8471,6762.8,13327,26362,6481.1,6318.9,4820,10371,8185.4,-13005,10334,-2420.3,16965,-2196.8,-4525.1,29553,-7565.7,19477,8477.7,1834.4,5536.5
"306",-16442,-5219,-11810,3583.1,-1585.4,4525.1,-193.02,4883.8,15962,8477.7,-2652.4,9115.5,-6763.2,-7106,2900.3,8558.9,7087.3,6001.1,-6537.5,-6992.7,7486.2,14089,27923,5023.1,7693.5,5512,11229,7680,-13814,10900,-511.55,17190,-2217.1,-4529.6,28638,-7108.6,21559,9924.5,2472.1,4281.9
"307",5993.7,-6318.7,-9612.7,3312.7,-1803.9,10296,-4640,3888.3,12163,8773,3326.2,-8144.2,2290.8,-8772.1,2091.3,8493.5,18278,5158.3,5149.3,-8261.4,8428.2,13582,29343,7017.5,8795.5,6220,12000,7888.3,-12886,12834,588.17,17850,-942.22,-4081.1,29783,-6905.4,20457,11968,2677.2,6608.3
"308",-14817,-2141,-7652.1,4412.4,-1186.5,9142.5,1963.2,7291.4,18253,11588,1410.7,12336,-3527.6,-4929.5,5388.2,13221,10592,9212.4,-4561.1,-7409.6,9935.8,15051,31685,6503.7,11360,7206,13828,8149.8,-12917,13754,3046.8,18646,-241.27,-3258.6,29442,-5694,23216,14166,4700.8,6473.7
"309",7994.9,-1889.5,-5394.3,5541.4,-633.24,14522,-1930.2,7169.5,16762,11829,7058,-3997.7,6580.3,-5803.2,5476.1,11277,22925,8831.5,8531.8,-8804.5,11029,15714,32780,9859.2,13294,8500,15004,8896.5,-12338,15922,4567.9,20074,1843.8,-1960.6,31459,-4624.8,23662,15362,5820.8,10067
"310",-8866,1561.9,-3969.5,6785.4,-42.817,12784,4195.6,10606,22283,13055,2273.8,14276,662.86,-2687,10718,12901,11903,15295,-935.21,-7907.6,12275,17877,34655,10450,15022,9628,16153,9917.5,-12753,16102,6190.4,21028,3375.2,-1214.6,31885,-3227.9,27292,16286,7675.5,11081
"311",14832,464.76,-3362.5,5728.5,962.25,17251,-388.57,7060.3,20201,11466,7127.9,-5370.1,11591,-2450.8,9428.7,7731.8,20710,13602,11315,-8556.6,11606,18213,35092,14242,15696,10106,16361,10850,-12286,16416,5843.4,22447,5785.4,-450.7,34373,-2907.9,26758,16083,8236.6,15426
